申请学校,学位,专业,申请结果,入学年份,入学学期,通知时间,IELTS,本科学校档次,本科专业,本科成绩和算法，排名,其他说明,url
University Leiden,LLM,European and international business law,AD无奖,2015,Fall,2015-01-20,,双非,民商法,3.67/4,水水地在律所，法院实习过一阵子；参加过一个全国的Moot，二等奖吧；还有一个省级创新实验项目，发表水论文一篇；拿过一次国家奖学金，两次校内一等奖；在大一时候建立过一个志愿者NGO，哈哈哈，特别有意思，不过现在没有坚持下去了。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1817343&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University Leiden,LLM,international civil and commercial law,被拒,2015,Fall,2015-01-27,,双非,民商法,3.67/4,水水地在律所，法院实习过一阵子；参加过一个全国的Moot，二等奖吧；还有一个省级创新实验项目，发表水论文一篇；拿过一次国家奖学金，两次校内一等奖；在大一时候建立过一个志愿者NGO，哈哈哈，特别有意思，不过现在没有坚持下去了。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1817343&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The Chinese University of Hong Kong,LLM,HK:International Economic Law(LLM)（FT / PT）,AD无奖,2015,Fall,2015-02-26,,双非,民商法,3.67/4,水水地在律所，法院实习过一阵子；参加过一个全国的Moot，二等奖吧；还有一个省级创新实验项目，发表水论文一篇；拿过一次国家奖学金，两次校内一等奖；在大一时候建立过一个志愿者NGO，哈哈哈，特别有意思，不过现在没有坚持下去了。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1817343&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,LLM,国际商法,AD无奖,2015,Fall,2015-02-11,,双非,民商法,3.67/4,水水地在律所，法院实习过一阵子；参加过一个全国的Moot，二等奖吧；还有一个省级创新实验项目，发表水论文一篇；拿过一次国家奖学金，两次校内一等奖；在大一时候建立过一个志愿者NGO，哈哈哈，特别有意思，不过现在没有坚持下去了。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1817343&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,LLM,公司法,AD无奖,2015,Fall,2015-02-27,,双非,民商法,3.67/4,水水地在律所，法院实习过一阵子；参加过一个全国的Moot，二等奖吧；还有一个省级创新实验项目，发表水论文一篇；拿过一次国家奖学金，两次校内一等奖；在大一时候建立过一个志愿者NGO，哈哈哈，特别有意思，不过现在没有坚持下去了。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1817343&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Cambridge,MPhil,Mphil in Economic Research,AD无奖,2015,Fall,2015-03-26,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823257&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Columbia University,MA,MA in Economics,AD无奖,2015,Fall,2015-04-17,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823257&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Duke University,MA,MA in Economics,AD无奖,2015,Fall,2015-03-05,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823257&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Boston University,MA,MA in Economics,AD无奖,2015,Fall,2015-04-03,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823257&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Wisconsin,MA,MA in Economics,AD无奖,2015,Fall,2015-03-03,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823257&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
London School of Economics and Political,MA,MA in Economics,AD无奖,2015,Fall,2015-03-14,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823257&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Illinois at Urbana-Champai,MA,Economic Policy,AD无奖,2015,Fall,2015-03-06,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823257&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Vanderbilt University,MA,Economic Policy (大概是这个？忘了）,AD无奖,2015,Fall,2015-03-05,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823257&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Texas - Austin,MA,MA in Economics,AD无奖,2015,Fall,2015-03-15,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823257&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Cambridge,MPhil,Economics and Econometrics,AD无奖,2015,Fall,2015-01-30,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
London School of Economics and Political,MSc,Economics and Econometrics,AD小奖,2015,Fall,2015-01-29,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
University of Toronto,MA,Economics and Econometrics,AD小奖,2015,Fall,2015-02-25,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
University of Chicago,PhD,Economics and Econometrics,offer,2015,Fall,2015-02-25,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
Yale University,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-20,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
Massachusetts Institute of Technology,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-21,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
Princeton University,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-24,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
Stanford University,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-27,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
University of Cambridge,MPhil,Economics and Econometrics,AD无奖,2015,Fall,2015-01-30,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
London School of Economics and Political,MSc,Economics and Econometrics,AD小奖,2015,Fall,2015-01-29,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
University of Toronto,MA,Economics and Econometrics,AD小奖,2015,Fall,2015-02-25,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
University of Chicago,PhD,Economics and Econometrics,offer,2015,Fall,2015-02-25,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
Yale University,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-20,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
Massachusetts Institute of Technology,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-21,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
Princeton University,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-24,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
Stanford University,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-27,,,经济，数学,93.8%，percentage，1,水研究论文一篇，有RA经历，无牛推。没有高级的得奖记录,http://bbs.gter.net/forum.php?mod=viewthread&tid=1807401&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
University of Cambridge,MPhil,Mphil in Economic Research,AD无奖,2015,Fall,2015-03-26,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823289&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=9
Columbia University,MA,MA in Economics,AD无奖,2015,Fall,2015-04-17,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823289&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=9
Duke University,MA,MA in Economics,AD无奖,2015,Fall,2015-03-05,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823289&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=9
Boston University,MA,MA in Economics,AD无奖,2015,Fall,2015-04-03,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823289&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=9
University of Wisconsin,MA,MA in Economics,AD无奖,2015,Fall,2015-03-03,,211 & 985,经济学（第一学位）+应用数学（双学位）,92/100 （折算后3.9） TOP1%,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1823289&extra=page%3D14%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=9
